,id,actual_label,predicted_label
229,114d2b42-c7ec-4c39-b4fc-d82d3ec8ece8,Debt Collection Agency,Other
230,5f597f18-eb29-4651-bf64-f6f0db222803,Other,Other
231,8edb780e-6647-4e29-bede-911fdff2fdd4,Utilities,Other
232,6e1cfa08-6990-48e0-a543-78a04f30bec2,Payment Processing,Other
233,670ba299-a9f5-4401-a0c2-c9f1236f9865,Other,Other
234,70f4c912-2eb3-44e7-a3ff-91948548df63,Gambling,Other
235,e4fd47ac-8f29-4714-b0c8-da3f6bd951e5,Cannabis,Other
236,df278e68-969a-4c5d-b07c-ec9ff438d8fc,Cryptocurrency,Other
237,7b27b4e2-b20c-4c9e-8e7f-ce8137df16ab,Other,Other
238,bbc35a80-f6bf-4aa3-8bc5-1710ca5d5626,Other,Other
239,b5ebbc5a-1b3a-4c7b-8fcf-7cd08c2e5f46,Other,Other
240,ad53f451-c98d-43ae-b9e2-979eb2936c2d,Educational Services,Other
241,e20a04d0-cda9-49e6-be9c-6e5105b5dd5b,Other,Other
242,82f8abb0-d0f3-459d-aeaf-f98e167a4816,Gambling,MSSP
243,425b76b1-0b96-47c6-997c-31007e36353c,Other,Other
244,ff0fa742-784a-46f3-855e-0a9cc98de065,Gambling,Other
245,53abc86f-46c5-4db7-9b6c-12d1fe35252e,Cannabis,Other
246,def61547-917d-4c1d-87a7-0e749fe6240f,Gambling,Other
247,cce2a033-b399-4278-beac-e05be5a1a4fd,Utilities,Other
248,ebbaf0e6-f182-4e47-9544-2bfad1c9293a,MSSP,Other
249,4bb53bc4-1a76-423f-9d1d-ac86dd8d1627,Gambling,Other
250,bed5682a-2540-474b-b98f-65a70e7e4494,Gambling,Other
251,57532c2e-65b2-4f8f-bc6d-1f7027590dc2,Cryptocurrency,Other
252,dee2583f-c781-40ba-bcb8-0a4c47b043b2,Debt Collection Agency,Payment Processing
253,db8f8a85-11a8-4504-be2c-0c8d8ba2f00b,Gambling,Other
254,1d8b4885-3a80-40cd-8cb6-fed3305b3718,Other,Other
255,5320ed5d-15a8-4991-8cbe-460715f3a196,Other,Other
256,c18fe04a-c515-4b40-bcdf-b45bc51977ff,Cryptocurrency,Other
257,fb693e04-7a65-4401-a77f-7e144c6873a7,Debt Collection Agency,Other
258,05207f03-b517-4de0-801e-38c1cea8a00a,Debt Collection Agency,Other
259,7bc20bd8-c77b-4ac9-af10-c9e10445de18,Payment Processing,Other
260,d90fd943-15ce-4b6c-8bde-b6dc108bd463,Payment Processing,Other
261,4864ef63-b5e3-47d5-8827-16fed8f50f5d,Debt Collection Agency,Other
262,5396d6a4-70db-4513-bb99-bf51eac29e35,MSSP,Other
263,33d5eae9-857d-408c-9d1d-1fc349f04570,Debt Collection Agency,Other
264,4eb2afc3-22d7-4277-a685-3bd39bb14d01,Other,Other
265,aa3ca53e-e167-4839-9dbb-cec900347e74,Gambling,Other
266,cfbbf783-d804-4703-95f2-093c3c47d7ad,Utilities,Other
267,9a392e58-3b51-46d8-86a9-c41d531e4f1b,Other,Other
268,5c44c3a9-77b6-4ad0-9196-b2d57e33db68,Other,Other
269,f68540f1-88c8-41ef-bdf0-08a172da7528,Cryptocurrency,Other
270,8db1243c-8fe1-478a-bad8-ed1ece34aff7,Educational Services,Other
271,857c04f6-40cb-4993-86a8-07525fc4a48c,Utilities,Other
272,87f13fb0-e86e-4e0c-9c01-20e741d8f229,Other,Other
273,320267dd-e93c-4b79-a972-bbc4a3be7ba3,Gambling,Other
274,9713243c-4b9d-46d4-aa0e-f255aae98032,Debt Collection Agency,Other
275,fc8deac6-137a-46e6-94d7-cfbe7ea2180e,Other,Unknown
276,724e8f4b-f795-4393-8a82-5125f45190b4,MSSP,Other
277,19120a5e-13f6-439f-b734-1c66442e2405,MSSP,Other
278,f3ef34e2-0f14-4d80-b954-3ba33ff8dddf,Debt Collection Agency,Other
279,346a068f-4e5a-4424-b125-fa7b6f9643e3,Cryptocurrency,Other
280,171affc8-fbc4-46b3-ae71-ecda869b427d,MSSP,Other
281,a4973630-1313-4050-9bb3-5604b8f614f0,Cryptocurrency,Other
282,c666fed2-2647-45db-bc9d-5933fa379dc6,Educational Services,Other
283,dfd0a9c5-5cd9-443c-b171-f3356a42ccac,Other,Other
284,c55fa791-1009-4874-b449-104fd4bb1c04,Utilities,Other
285,135116b4-6181-4351-8ec1-9fb8fd435004,Other,Other
286,2bb34f21-3011-4384-a38c-7b443a0398f6,Other,Other
287,3a56c542-7ec9-481c-89e4-1d0d7ddee030,MSSP,Other
288,6f4e3af2-7c16-485e-96b7-45e37cfc3429,Other,Other
289,ac542716-5ed0-4bef-807b-3e1a2f6c0925,Other,Other
290,181b0663-a183-42c7-a3ac-c5684ede761f,Other,Other
291,4eb044b9-33fa-4c5b-9b6e-de9bc86541aa,Debt Collection Agency,Other
292,e87b7280-4cc8-4c8b-a81c-43332da24d11,Other,Other
293,0316bb24-b4c8-4216-a7e0-d1b6aa15e790,Payment Processing,Adult Content
294,d885939e-17d3-4be8-b7d9-efb1ba39e2cb,Cannabis,Other
295,b6201ea9-c850-497f-9c17-ffa7796d5e0b,Other,Other
296,87c12921-4657-4b9a-9bf9-0ca9ced3f588,Other,Payment Processing
297,fe195b1b-c07f-4e61-933c-5d79b813b4c7,Adult Content,Other
298,9321c834-6dbe-40e2-b939-d64107f0706a,Utilities,Other
299,3dda11db-b8d2-4ab6-9461-8ca421597ce1,Utilities,Other
300,195ebe4a-7e00-40a8-b60a-afdd2c2b53f2,Adult Content,Other
301,a3e1e8af-1fd4-433f-be4a-2a9f9faf596b,Educational Services,Other
302,f9453acc-8cce-415a-902a-a0ee7d35f162,Adult Content,Other
303,24679c44-24a8-4e83-ac8c-6b0ee9caaad7,Utilities,Other
304,be9942cb-1296-433b-a65f-955d0039b845,Educational Services,Other
305,7ad182ae-2302-46f4-9fd4-56400609376d,Cryptocurrency,Cryptocurrency
306,074f01d1-cc26-45ff-940b-43820888c10f,MSSP,Other
307,ba088e28-c712-4557-9cec-7a33072bd421,Other,Other
308,1a6ee6cc-15b0-40ab-a82e-cd09c83895a7,MSSP,Other
309,283303f3-d440-48cf-a243-0dc4ced0ec17,MSSP,Other
310,eb608a35-b1b8-43f4-a714-5ee38d1034ec,Adult Content,Other
311,53de3b78-14d0-4102-808e-ba024a319e6b,Utilities,Other
312,083ae381-f39d-4c53-ad5f-cfa64ab46184,Gambling,Payment Processing
313,0eca59c7-18bf-43b0-901e-fae4c1e6ed3a,Gambling,Unknown
314,3b16e573-bc36-4eab-aef9-b02a83dd15a5,Debt Collection Agency,Other
315,894f2868-80da-4364-a7c8-d627a0393493,Payment Processing,Other
316,c64166b5-e379-468e-a53a-6e075107e0fb,Cannabis,Other
317,1b6a3985-d8b0-4cc1-affe-842e21343187,Gambling,Other
318,c91e0762-71f7-464b-84ae-4700008f1231,Payment Processing,Other
319,4fc7774c-a5d8-4a0d-b509-4239c8a48d52,Educational Services,Other
320,2a9cd6c5-b12b-4458-887a-c5721dca3d6d,Payment Processing,Other
321,d1480d08-ffe6-45ad-a3fe-12c085aa6747,Educational Services,Other
322,715e4041-ae61-4174-9335-40ae059da3c5,Cryptocurrency,Other
323,85ab23e6-510c-4963-ace2-bdac453de0f3,Cannabis,Other
324,bab3898d-47b9-47fd-bcff-6e241650a4bd,Gambling,Gambling
325,221547c3-8c87-4fda-8acb-b7e416949836,Other,Other
326,6481de87-3792-457a-8912-65b6a8d0c66b,Other,Other
327,7d2ee9e4-f77b-45db-82e2-6b62c5e8051d,Utilities,Other
328,e94a75db-b72c-4001-a22a-8733a3db2dd9,Utilities,Other
329,558194cb-f32a-44b3-a094-5f2cf921616e,Other,Other
330,e4ba5d95-e8d7-4686-a161-8f8421b3e079,Other,Payment Processing
331,665c52ad-c457-4852-81d1-c39db94bdb13,Debt Collection Agency,Other
332,3e60c502-721a-412d-bb35-eb5b1305fa22,Utilities,Other
333,41fbbdeb-8556-4596-80b3-b33fdc0f6aa6,Payment Processing,Payment Processing
334,3ce7dbdb-105f-4944-a309-8c93722af20e,Utilities,Other
335,485ecb75-1d7f-44c4-b338-66a2a34e87f9,Other,MSSP
336,dda48b1d-4fa9-4d5b-9b0a-9d7c9514244f,Payment Processing,Utilities
337,d6567cee-0f17-4204-bfc1-a3f9b5faa94f,Debt Collection Agency,Other
338,dcd923f9-e661-465d-a1db-bf47930e22c2,Adult Content,Other
339,2cbdf793-e8ab-43c7-9455-e11657dfdafa,Educational Services,Unknown
340,4102308d-1481-4d2e-90aa-9cc623891089,Educational Services,Other
341,4d7b269c-a5fa-4e43-9f77-0768ce013a90,Other,Other
342,75c82c17-8ad7-4ce5-b440-6aac4aa71157,Utilities,Other
343,794bccc8-3493-4221-a071-31e3b0876255,Other,Other
344,7047954a-93e2-40df-93c9-b83faf4415ed,Other,Other
345,d0bc6c28-3500-4b7d-b912-baad35095e2c,Cryptocurrency,Other
346,7679bc2a-0dac-4aa4-ae9c-3c214ea710e2,Other,Other
347,38e37dd1-84d9-4894-a46b-4da9f75526ee,Other,Other
348,cc81c341-5356-4413-b2c3-3682b09d43fc,MSSP,Other
349,a9353a08-29b5-4489-9092-d90adea0e9fc,Cannabis,Cannabis
350,c78bd3bf-2ad6-4ea9-a7b3-5f82a0ede04a,Debt Collection Agency,Other
351,4bfe9e9d-faac-41b8-bbfb-c6ff98891ac6,Utilities,Other
352,300b34b7-ee78-4418-9201-a3585219138d,Educational Services,Other
353,05b5016d-da9e-4abb-b3c1-c4913ecf35d6,Utilities,Other
354,e2f8990c-fea9-4617-b95f-e9d76a673db9,Gambling,Other
355,0961ddaa-de47-497b-b16c-f16929145176,Utilities,Unknown
356,7402eec2-5f67-4c5a-8ea0-8ba22cb0d3a6,Other,Other
357,6ed0278e-23e8-48c9-a442-892f5cc846af,Other,Other
358,e5051986-fea6-451a-99ac-ca0f723a2111,Debt Collection Agency,Other
359,73f77d7b-49cf-4d73-8948-f101d262c0f2,Other,Other
360,38826bf1-d32a-4159-8d80-b4e7de5006e0,MSSP,Other
361,72feeeab-9478-439b-a466-3603d718b192,Other,Other
362,1dae942e-6429-4e8c-94dc-62000136b4aa,Adult Content,Unknown
363,fa2acb95-19ae-4e4e-850c-b61ce86e4c9b,Cryptocurrency,Other
364,e32f1528-feff-47dc-8cd9-1f9b4c8680c4,Cannabis,Other
365,f85ced5b-1d2e-48fe-bc8a-1991d15944e6,Other,Other
366,327d1aec-07c5-4dd0-af2c-0fa30023ce7c,MSSP,Other
