,id,actual_label,predicted_label,result_labels_0,result_scores_0,result_labels_1,result_scores_1,result_labels_2,result_scores_2
13,71fb60ff-daec-481b-a2d6-b4e07afa149e,Utilities,Debt,Debt,0.23489491641521454,Credit,0.20405179262161255,MSSP,0.1455623060464859
14,2851a590-718d-4c31-b917-6c014c5b2622,Other,Credit,Credit,0.5301011204719543,Debt,0.14896191656589508,MSSP,0.0860893726348877
15,e140ff64-130d-4e2a-a9a7-8d3aef0a2557,Other,Credit,Credit,0.39699146151542664,Debt,0.12145237624645233,MSSP,0.1101326197385788
16,30021741-1b68-431c-b6dc-f157ebaa3a74,Debt,Debt,Debt,0.402296781539917,Credit,0.15872447192668915,MSSP,0.12993694841861725
17,c267b0b2-e837-46b0-aed3-5116021b657f,Cannabis,Cannabis,Cannabis,0.5851810574531555,Credit,0.1812838762998581,MSSP,0.09473880380392075
18,88dc67dd-28ce-4fc3-8de1-b428e89551a4,MSSP,MSSP,MSSP,0.2255297750234604,Credit,0.22295355796813965,Debt,0.14237022399902344
19,f5a69074-9fb8-4486-beb0-ef51ddd36eab,Other,Education,Education,0.38257497549057007,Credit,0.21196448802947998,MSSP,0.15606717765331268
20,d0c1593b-2f6e-4947-80a0-2c3f754ee1dd,Utilities,Utilities,Utilities,0.2364092618227005,Debt,0.19422756135463715,Credit,0.17135828733444214
21,bb677a5f-85ee-426e-a13e-168c7c01f953,MSSP,MSSP,MSSP,0.291072815656662,Credit,0.24368634819984436,Sex,0.09765078127384186
22,d4160ecb-584d-496a-adbb-71042d72b0dc,Debt,Credit,Credit,0.29914751648902893,Debt,0.2548622786998749,Utilities,0.08236193656921387
23,ddcdffe4-dfd2-4d54-8bb9-842bc306da14,Credit,Credit,Credit,0.5599986910820007,Debt,0.14176101982593536,MSSP,0.08713199198246002
24,55acbb4f-0582-4000-8e60-d2a227bc28cc,MSSP,MSSP,MSSP,0.33077317476272583,Sex,0.24867655336856842,Credit,0.12200447171926498
25,25641ac3-cceb-4b49-b64c-7afbdcbf191c,MSSP,Credit,Credit,0.34584754705429077,MSSP,0.16599243879318237,Debt,0.14996463060379028
26,800ac29c-104d-495d-98a9-ec337172e4c4,Debt,Utilities,Utilities,0.7852692008018494,Credit,0.07066047191619873,MSSP,0.04803868755698204
27,fe3be4e1-7f34-4dde-b44a-560ba0a402c4,Cryptocurrency,MSSP,MSSP,0.2785910964012146,Credit,0.18279872834682465,Utilities,0.14178688824176788
28,acc505b6-302b-4eff-a210-c413a8c00876,MSSP,MSSP,MSSP,0.7453135848045349,Credit,0.06482657790184021,Debt,0.06226653605699539
29,774de695-cfde-4f71-95dd-7ea3a63f6196,Sex,Credit,Credit,0.31937849521636963,Sex,0.2780214250087738,MSSP,0.18220913410186768
30,a05ecbea-9b35-4d97-9520-b9a88e977da3,Credit,Debt,Debt,0.30495697259902954,Credit,0.28447815775871277,MSSP,0.14477932453155518
31,6639be89-39a4-425d-9fb5-87de8bd2c951,Credit,Credit,Credit,0.6533262729644775,Debt,0.1099107638001442,MSSP,0.08689786493778229
32,a6922524-c905-4542-8e76-5f28e672f076,Gambling,Gambling,Gambling,0.6746286153793335,Credit,0.10817103832960129,Debt,0.056581709533929825
33,e1fd9ec5-a3d1-4cc4-b187-9be48bc9b90f,Utilities,Credit,Credit,0.35478007793426514,MSSP,0.19491121172904968,Debt,0.16786296665668488
34,4e342b05-ed03-4448-a61f-bb3ed524850d,Debt,Credit,Credit,0.2273569405078888,Debt,0.19217020273208618,MSSP,0.13291892409324646
35,a3a3c934-b787-462b-beee-d8a5a6b4b161,Credit,Credit,Credit,0.5092255473136902,Debt,0.3274167776107788,MSSP,0.0618060901761055
36,ffa7e2d9-d4aa-4d23-858d-52bb781aa7b7,Gambling,Gambling,Gambling,0.40320679545402527,MSSP,0.2039218693971634,Credit,0.15748144686222076
37,4a5b696d-ba47-46d8-8e08-95693c698ad3,Sex,Sex,Sex,0.6251569390296936,MSSP,0.14535050094127655,Credit,0.1347089260816574
38,6833b7b4-e533-4561-bf32-efcbca171d24,MSSP,Credit,Credit,0.2709205448627472,MSSP,0.2542975842952728,Debt,0.15765435993671417
39,bcdf3d63-33c6-4b29-add6-f4f77b17d2e7,Credit,Credit,Credit,0.43509605526924133,MSSP,0.17547541856765747,Debt,0.1523117870092392
40,d99bc758-5d56-43e9-9c8d-5b09bba23468,Other,Credit,Credit,0.3514406085014343,MSSP,0.21700946986675262,Debt,0.21180357038974762
41,fda2c854-ec8e-4a27-80c0-aa5dde137b22,Cryptocurrency,Cryptocurrency,Cryptocurrency,0.8557804226875305,MSSP,0.04477287828922272,Credit,0.03671782463788986
42,bfeb93f4-2ee0-43dd-86de-75cb7c59bdc8,Other,MSSP,MSSP,0.7434632182121277,Credit,0.07445865869522095,Education,0.05728430300951004
43,76d5f57e-1092-4df5-b36f-4adb5fa77f0c,Gambling,Gambling,Gambling,0.2817458510398865,Credit,0.17985907196998596,MSSP,0.17403823137283325
44,69a15e78-ca77-44a6-8d2c-04a19a31aaed,Education,Credit,Credit,0.29723790287971497,Education,0.18083007633686066,MSSP,0.1543440967798233
45,2cb4f6b7-0b52-4177-999e-c565f85f5fc3,Other,Credit,Credit,0.32499417662620544,MSSP,0.2075016051530838,Debt,0.17783036828041077
46,f4ac3180-894e-4d8a-a26b-3484f0330233,Debt,Debt,Debt,0.6245706081390381,Credit,0.13617229461669922,MSSP,0.09561740607023239
47,22cecc8f-2c76-4297-b00c-d9ff7a3cbeff,Debt,Debt,Debt,0.5133368372917175,Credit,0.34281405806541443,MSSP,0.06572368741035461
48,63f8b860-d86b-4e8b-b4f2-3400f7d9d260,Sex,Credit,Credit,0.3406585156917572,MSSP,0.26477867364883423,Utilities,0.09913401305675507
49,a0ec8244-3876-4dec-9c2f-6b50adb523ca,MSSP,MSSP,MSSP,0.9102641344070435,Debt,0.02239673212170601,Credit,0.01599336601793766
50,791da70a-b74d-40b6-a139-14158bd3c08c,Other,Unknown_lang,NaN,0.0,NaN,0.0,NaN,0.0
51,052cd063-0975-4645-ada3-f9a940710720,Cannabis,Cannabis,Cannabis,0.7696461081504822,MSSP,0.060342829674482346,Credit,0.05628478154540062
52,c5730b62-c36c-4072-a610-5966de3ba847,Other,Credit,Credit,0.3842373192310333,Debt,0.14328180253505707,MSSP,0.12762625515460968
53,70fd6b6c-7c6a-40bd-84a6-d2113518b239,Education,Education,Education,0.5384021401405334,Credit,0.13093388080596924,MSSP,0.12480099499225616
54,e27e026d-4831-4ff9-85ad-c5aefb64efa9,Debt,Debt,Debt,0.5354536771774292,Credit,0.19385483860969543,MSSP,0.07539989799261093
55,637ca200-3243-45b7-9246-278c82e041cf,Other,Credit,Credit,0.24949529767036438,MSSP,0.23805929720401764,Debt,0.15943993628025055
56,b841907b-79af-4ef0-95bd-cb0c526b4def,Credit,Credit,Credit,0.23804205656051636,MSSP,0.19816994667053223,Debt,0.13612841069698334
57,7ae5c1dc-a6f0-45bc-a583-64f1c0de2181,MSSP,MSSP,MSSP,0.2192925363779068,Credit,0.16422683000564575,Cannabis,0.11076057702302933
58,f01317d8-d822-499e-8ea0-d503a9ea220a,Utilities,MSSP,MSSP,0.2776322662830353,Utilities,0.26153355836868286,Credit,0.19017331302165985
59,efcc9466-27bc-4557-bbff-224bb1e20341,Cryptocurrency,Cryptocurrency,Cryptocurrency,0.6215559244155884,Credit,0.08332989364862442,MSSP,0.06677517294883728
60,f1c41790-197f-4c39-b449-f80181c7e10f,Credit,Education,Education,0.5094571113586426,MSSP,0.1388673335313797,Credit,0.06505461037158966
61,b3118470-d9cf-4e7d-8a0c-1fde492c6e26,Education,Education,Education,0.6902307271957397,Credit,0.12744726240634918,Debt,0.04530481994152069
62,7391f905-4374-42b1-bbdf-bf5aa88541d9,Other,Credit,Credit,0.5028420686721802,Debt,0.1689615547657013,MSSP,0.09325113892555237
63,619d62b4-8a4a-4af7-a292-5b4648f947e2,Utilities,Credit,Credit,0.4172564744949341,MSSP,0.22115908563137054,Debt,0.12462881207466125
64,53460933-0ac6-47d7-b168-6305dd8b7e38,Utilities,Credit,Credit,0.36957836151123047,MSSP,0.19244800508022308,Debt,0.1809491068124771
65,3be22788-4bb8-45fc-ab8e-16812a15e76b,Credit,MSSP,MSSP,0.2714226245880127,Credit,0.16398316621780396,Debt,0.14351165294647217
66,38166617-e906-4911-b706-ba89db658f53,MSSP,Credit,Credit,0.16889114677906036,Cannabis,0.14029599726200104,Education,0.10845649987459183
67,60720cdd-e730-4db7-9abc-364ff8f32315,Education,Unknown,NaN,0.0,NaN,0.0,NaN,0.0
68,5c606cbf-430f-4dec-94c5-34bfd4e5940e,MSSP,Credit,Credit,0.16875728964805603,Debt,0.1420111507177353,MSSP,0.13141168653964996
69,1475fd3b-b8ce-4488-b6ba-e017478c83b3,Cryptocurrency,MSSP,MSSP,0.23433725535869598,Credit,0.12909215688705444,Cannabis,0.1185733750462532
70,03ddd649-d74e-478a-abf8-61c66a87961f,MSSP,Utilities,Utilities,0.610526442527771,MSSP,0.143926739692688,Credit,0.062099963426589966
71,42bc87b3-0a00-462c-8e8c-205a6380e537,Gambling,Gambling,Gambling,0.7018468976020813,Credit,0.09736009687185287,MSSP,0.061937037855386734
72,0294a143-1265-4dc8-b7a1-8ef477464941,Cannabis,MSSP,MSSP,0.2942492663860321,Credit,0.22461095452308655,Education,0.12969094514846802
73,42983b14-8f35-4b53-817e-27b1e30ed609,Cryptocurrency,Cryptocurrency,Cryptocurrency,0.9452947974205017,MSSP,0.013126978650689125,Credit,0.011965764686465263
74,a07ef17e-fe60-438a-adec-d56e596d469d,Sex,Unknown,NaN,0.0,NaN,0.0,NaN,0.0
75,499c987b-b567-4b09-a154-8e177ad3e869,Sex,Sex,Sex,0.3001294732093811,Credit,0.16975827515125275,Debt,0.10581637173891068
76,602ff987-57af-4da4-b53b-e894c8d82539,Gambling,Unknown,NaN,0.0,NaN,0.0,NaN,0.0
77,5cf447d0-094b-49aa-918d-550c70051a89,Cannabis,Cannabis,Cannabis,0.7761526107788086,Education,0.04566377028822899,Credit,0.040051449090242386
78,2e0a7bb5-43af-4359-949c-ccc2ba01f61a,Gambling,Education,Education,0.44632694125175476,Credit,0.1471617966890335,Gambling,0.1352141946554184
79,0aac52df-ef26-4062-85e7-ecb4424b35b1,Other,Credit,Credit,0.27594542503356934,MSSP,0.22368930280208588,Debt,0.11056499928236008
80,8bdb3b5a-9623-4490-aa0c-05c2c827ef43,Other,Education,Education,0.2714879512786865,MSSP,0.24740007519721985,Credit,0.1310119926929474
81,2643d6ad-5704-44b6-a5b1-798713ad18de,Cryptocurrency,MSSP,MSSP,0.29594168066978455,Cryptocurrency,0.2387995421886444,Credit,0.11238829046487808
82,5c462313-72c8-45a4-95d3-6b6672e73fd8,MSSP,Education,Education,0.315471351146698,Credit,0.2058175802230835,MSSP,0.10759235173463821
83,e6ab36f4-deab-461c-840e-21c2bc72ae9b,Education,Education,Education,0.3412487804889679,Credit,0.20266388356685638,MSSP,0.1641569435596466
84,593e8348-0590-4680-bf70-b70cb71ebc98,Education,Education,Education,0.3748117685317993,Credit,0.16144444048404694,MSSP,0.14150673151016235
85,6a7c0dae-224e-493d-aa9c-1f692854f33d,MSSP,MSSP,MSSP,0.7786572575569153,Credit,0.05461355671286583,Education,0.03496447578072548
86,ddd476dd-bcbf-4857-a84e-8c64b64db55f,Cannabis,Credit,Credit,0.45304256677627563,Debt,0.18306341767311096,MSSP,0.12359482795000076
87,c17069ed-a604-46a7-9bdb-d0471d7f8e4c,Cannabis,Cannabis,Cannabis,0.6854825019836426,Education,0.07411321252584457,Credit,0.07140616327524185
88,1ec90e2d-0a5a-495e-8218-05e3872310e1,Other,Utilities,Utilities,0.7249679565429688,Credit,0.10125444829463959,MSSP,0.05952155962586403
89,afc49828-ddd6-4e6e-ad4d-be929348b042,Sex,Sex,Sex,0.28563347458839417,Credit,0.1553182303905487,MSSP,0.14254142343997955
90,462aad0b-977c-420a-b018-14ab167bfa31,MSSP,Credit,Credit,0.3055017292499542,MSSP,0.1879372000694275,Sex,0.13455311954021454
91,859d2fa7-5a9c-4b7c-881d-fd96ef22bb81,MSSP,MSSP,MSSP,0.26420819759368896,Credit,0.17431016266345978,Utilities,0.11215168237686157
92,e6eca7c2-8c43-4754-86b1-64366859e22d,Other,MSSP,MSSP,0.2737816274166107,Education,0.13508601486682892,Credit,0.11628975719213486
93,da38fbf9-be5d-4bc4-acbb-cd8729a86885,Utilities,Credit,Credit,0.460173636674881,MSSP,0.12116307765245438,Utilities,0.09791190177202225
94,61b81644-3cb4-496c-bb10-8ff4b134402b,Cannabis,Cannabis,Cannabis,0.5714533925056458,Education,0.19717778265476227,MSSP,0.10537192970514297
95,8173e9b0-4cee-4ba3-864e-901c643abaca,Other,MSSP,MSSP,0.41131678223609924,Credit,0.1937185525894165,Debt,0.09915484488010406
96,644de2ce-2b4b-4354-b7fa-c60be3e1dd36,Sex,Unknown_lang,NaN,0.0,NaN,0.0,NaN,0.0
97,ad587506-c925-4347-a3f4-a28f28770a00,Other,MSSP,MSSP,0.277300089597702,Debt,0.2175581455230713,Credit,0.1854926198720932
98,abd8a424-e332-45da-b3c4-f4c441c485a8,Other,MSSP,MSSP,0.2501746416091919,Education,0.13570739328861237,Credit,0.12759394943714142
99,21d70fcd-cba5-436e-b2f7-a34086495020,Other,Unknown,NaN,0.0,NaN,0.0,NaN,0.0
100,ab005f86-fd0e-4295-921a-124d389acffd,Other,Credit,Credit,0.25188037753105164,Utilities,0.1364286094903946,MSSP,0.13490982353687286
101,1be35d84-5ae0-49a0-8115-c9cfa1d8df23,Cryptocurrency,Cryptocurrency,Cryptocurrency,0.9517476558685303,MSSP,0.017992127686738968,Education,0.007100339513272047
102,4583e261-dcce-4f09-b6aa-a5d2bf43f83e,Debt,MSSP,MSSP,0.34635940194129944,Credit,0.2210926115512848,Debt,0.10287954658269882
103,7216fb14-8a83-4566-885e-7be4f49dbf18,Debt,Sex,Sex,0.16855834424495697,Credit,0.14982327818870544,Cannabis,0.14100821316242218
104,e95d9b63-0481-4f8a-9497-62f89b24b211,Other,Credit,Credit,0.38438647985458374,MSSP,0.23964661359786987,Debt,0.10919427871704102
105,ff779bf5-35de-437f-81ae-2116748d2405,Cryptocurrency,Credit,Credit,0.1827724575996399,Cryptocurrency,0.17973297834396362,MSSP,0.14498652517795563
106,8e089a29-9326-41ed-b86b-fa421ef6f9c6,Cannabis,Unknown_lang,NaN,0.0,NaN,0.0,NaN,0.0
107,ea579b6a-c33e-4e18-bfff-bffa1171dca6,Cannabis,Cannabis,Cannabis,0.8616755604743958,Credit,0.04062311351299286,MSSP,0.0283658504486084
108,b6df6883-5ce0-4e9c-a6a1-895b76067148,Utilities,Credit,Credit,0.31242674589157104,MSSP,0.1816956251859665,Debt,0.1380120813846588
109,65e630bb-e566-4ddb-9abb-91ebce515dd5,MSSP,Education,Education,0.474469929933548,Credit,0.15180514752864838,MSSP,0.0890037938952446
110,191bb122-d1fb-4b1b-909e-06148b064f1b,Utilities,Credit,Credit,0.3267187476158142,MSSP,0.23761612176895142,Debt,0.10007961839437485
111,70177566-6455-4845-bde7-ffed17ae7f0c,Gambling,Credit,Credit,0.3334890305995941,MSSP,0.16749735176563263,Debt,0.15455712378025055
112,8cf6f34a-e23b-4334-9571-d76c46bb9e87,Other,Credit,Credit,0.33389702439308167,MSSP,0.1602320373058319,Utilities,0.10244633257389069
113,5dcd53ef-0f0b-4a74-9769-08d9e76466af,Other,Credit,Credit,0.20449361205101013,MSSP,0.15776030719280243,Sex,0.1487068086862564
114,f5467283-24d2-44ff-bcbb-d253a2c13cea,Sex,Sex,Sex,0.7421976327896118,Credit,0.11617032438516617,MSSP,0.09143876284360886
115,6a2cdf16-fae6-4b8b-9a2f-f120492dac78,Gambling,MSSP,MSSP,0.2187914252281189,Credit,0.15975473821163177,Sex,0.12586885690689087
116,7b52fb70-c0ca-445d-b656-a21954205079,Other,Education,Education,0.5836367607116699,Credit,0.11055723577737808,MSSP,0.07161440700292587
117,be9b0450-7a18-4ac9-b29b-08337d33003a,MSSP,Credit,Credit,0.2675895690917969,MSSP,0.26270440220832825,Debt,0.11098051816225052
118,db16e491-b2ef-4be6-a30b-7dafaa53f85f,Other,MSSP,MSSP,0.33883509039878845,Credit,0.16460908949375153,Debt,0.11218536645174026
119,0f2fce7e-6d6e-46c1-94c4-84291c3c8f50,MSSP,MSSP,MSSP,0.1953602284193039,Credit,0.17719481885433197,Debt,0.1145564615726471
120,ffac7cbf-853b-4345-8a44-232c99fce2e4,Utilities,Credit,Credit,0.2979174554347992,Debt,0.16967417299747467,Utilities,0.16755908727645874
121,1baf3b9a-5a01-4d4f-be63-3d58f281bac9,Other,MSSP,MSSP,0.35579633712768555,Credit,0.24042107164859772,Debt,0.11393982917070389
122,60369488-ac2b-4b8b-b96a-bab08f9f7393,MSSP,MSSP,MSSP,0.6016964316368103,Credit,0.12791427969932556,Debt,0.07730545848608017
123,8597a9f4-6002-4f6f-b5cd-c90b1a7ea28d,MSSP,MSSP,MSSP,0.4413415789604187,Credit,0.22306492924690247,Debt,0.11900950968265533
124,72162242-f8b0-48ff-bc68-1d96f715d347,Other,Credit,Credit,0.19536899030208588,MSSP,0.15767845511436462,Debt,0.1558031588792801
125,c9774ac0-0f64-4420-8241-ff7985b04ed1,MSSP,Credit,Credit,0.20210476219654083,Education,0.18289273977279663,MSSP,0.1489788442850113
126,123047b5-a862-42b4-98b3-3068b369bfb7,Other,MSSP,MSSP,0.31820863485336304,Credit,0.2674311101436615,Debt,0.09682077169418335
127,72f43012-7aa5-4095-86d1-8b255abc04b9,Cannabis,Education,Education,0.7889377474784851,Credit,0.09371259063482285,Cannabis,0.03829850256443024
128,d7915e25-5d62-4e1a-83d1-87b77feac94b,Other,Unknown,NaN,0.0,NaN,0.0,NaN,0.0
129,682b5ace-b28d-4768-99e7-0416e0e7c9ba,Other,MSSP,MSSP,0.278514564037323,Credit,0.21914507448673248,Debt,0.17059524357318878
130,c7a18eb6-f8dc-465e-b5ff-221ccbfa4e76,Credit,Credit,Credit,0.3015614449977875,Debt,0.20982077717781067,MSSP,0.12418980151414871
131,a1813012-13e2-41c0-9990-24befbe29427,Sex,Sex,Sex,0.6611447334289551,Credit,0.10476954281330109,MSSP,0.08629089593887329
132,6ec611a4-34b7-4f7d-8134-c1faaba5d2e2,Other,MSSP,MSSP,0.4453577697277069,Credit,0.17930355668067932,Utilities,0.07909183949232101
133,623035b8-4738-45ad-8c52-cc6554ff30f7,Education,Education,Education,0.3781246244907379,Credit,0.21501323580741882,Debt,0.1148696094751358
134,a648f2e5-f968-41ff-a642-4397b6b64860,Other,Credit,Credit,0.34057721495628357,MSSP,0.33530735969543457,Debt,0.11078910529613495
135,80568848-cbb7-4921-abc9-9d695661a96b,Other,Education,Education,0.573404848575592,Credit,0.1533232033252716,Debt,0.07877295464277267
136,928d2449-abcf-4ee2-abbd-d2b5d8238c27,Other,MSSP,MSSP,0.8571175932884216,Credit,0.05047481134533882,Debt,0.040369708091020584
137,c35cef33-add9-42e7-8537-83604e31b359,MSSP,MSSP,MSSP,0.78329998254776,Credit,0.06182931363582611,Debt,0.03649716079235077
138,e8070e87-6d54-4250-9cb7-b2530524854f,Education,Debt,Debt,0.25704649090766907,MSSP,0.1661348193883896,Sex,0.12890447676181793
139,061fb3b1-d204-4b1c-bb79-5537774f159a,Education,MSSP,MSSP,0.7114195227622986,Education,0.10624795407056808,Credit,0.07235749810934067
140,09fb6ce6-e6cc-4e55-8bd3-c73d984433bc,Credit,MSSP,MSSP,0.23551365733146667,Credit,0.19765648245811462,Debt,0.11694096773862839
141,a7ddcfcd-82f5-4d4b-9f11-468c5b00767f,MSSP,Credit,Credit,0.2525491416454315,MSSP,0.1879183053970337,Debt,0.12587003409862518
142,ac3e96ed-8bdd-4c59-85a1-7bc80875b9d3,Credit,Credit,Credit,0.4663384258747101,MSSP,0.14250190556049347,Debt,0.09084679931402206
143,fcd81f42-af20-426d-ab95-a0848ae7b2a3,Gambling,Gambling,Gambling,0.7711618542671204,Credit,0.07627760618925095,MSSP,0.04641728103160858
144,bc8de725-9fb9-408a-a95c-54a9c9273171,Credit,Unknown_lang,NaN,0.0,NaN,0.0,NaN,0.0
145,367f75c9-9d68-47c9-b288-2ee9b1ed83f6,Cryptocurrency,Unknown_lang,NaN,0.0,NaN,0.0,NaN,0.0
146,82ad87e8-d573-4132-b0db-93bc1731a1c5,Sex,Unknown_lang,NaN,0.0,NaN,0.0,NaN,0.0
147,76fd4c73-dc6b-401a-bb28-1ce29c19458a,MSSP,MSSP,MSSP,0.24679437279701233,Credit,0.22602789103984833,Utilities,0.15235957503318787
148,6649c57e-7ca5-48fa-9dd5-5ff9430362f3,Education,Education,Education,0.35053443908691406,Credit,0.20469677448272705,MSSP,0.1267079859972
149,25364cc5-7854-4da1-a81a-70344960459c,Other,Credit,Credit,0.4564497470855713,Debt,0.17070917785167694,MSSP,0.1291901171207428
150,5e12cb38-06e9-42f0-9c23-094abd4f7a9a,Gambling,Gambling,Gambling,0.464374840259552,Credit,0.12699688971042633,MSSP,0.09415756165981293
151,00b59702-8d0c-439b-a13f-37ec6850f3e2,Credit,MSSP,MSSP,0.1850583851337433,Credit,0.16956602036952972,Utilities,0.12990328669548035
152,b385d011-ab05-4354-af24-dd52e1865aca,Utilities,Utilities,Utilities,0.6352044939994812,Credit,0.13858947157859802,MSSP,0.07421141862869263
153,9fe6e978-fa50-42d6-8f40-d694697625e7,Cryptocurrency,MSSP,MSSP,0.36394867300987244,Education,0.12632480263710022,Credit,0.10289900004863739
154,f661e6b8-de81-48c0-9e97-59cc84aacc4b,Education,Education,Education,0.4389199912548065,MSSP,0.14902622997760773,Debt,0.11385616660118103
155,ff5483f7-f376-4fad-bed8-e76d10502a78,Utilities,MSSP,MSSP,0.3087698817253113,Credit,0.22591987252235413,Education,0.09878210723400116
156,5e618ad5-4c09-4466-8f8b-969c7e2e3eaa,Credit,Credit,Credit,0.328692764043808,MSSP,0.20635591447353363,Debt,0.11618319898843765
157,4c89684c-baf4-4a5c-a7a9-083474ed8fd7,Utilities,Credit,Credit,0.3768211901187897,MSSP,0.3397682309150696,Debt,0.08071064203977585
158,29041488-8152-412a-9f25-a0e9b53ef21c,Utilities,Education,Education,0.5140639543533325,Utilities,0.20056214928627014,Credit,0.1757957637310028
159,d6baf73b-821c-4986-b47c-090adc54db5a,Cryptocurrency,MSSP,MSSP,0.18457692861557007,Credit,0.14740951359272003,Utilities,0.13788512349128723
160,6653d948-5a4c-4a27-b58b-3439a1bde373,Sex,Education,Education,0.36368563771247864,MSSP,0.18170906603336334,Credit,0.12337897717952728
161,a9fc5afc-9d96-48e2-8bb5-38b13f35555b,MSSP,Credit,Credit,0.34024032950401306,Debt,0.16516385972499847,MSSP,0.137734517455101
162,5bfd0bec-c99b-4d54-98a0-249f6cc55851,Gambling,Gambling,Gambling,0.7195401787757874,MSSP,0.06872741878032684,Credit,0.06257786601781845
163,8686fc81-f9e6-4f63-b799-376f43a211c0,Utilities,Credit,Credit,0.7130832672119141,Debt,0.05478949099779129,MSSP,0.05430889502167702
164,53a816ba-936a-4600-a70b-22374cbc597d,Debt,Debt,Debt,0.31279483437538147,Credit,0.22636893391609192,MSSP,0.1360112726688385
165,4ec4507b-4bc6-4834-880a-148b5640b24f,Utilities,Credit,Credit,0.3118877112865448,MSSP,0.2644612491130829,Debt,0.18380281329154968
166,3bc41a18-4d49-4ead-b2e2-80a0577454a1,Cannabis,Cannabis,Cannabis,0.4170151948928833,Credit,0.20068977773189545,Debt,0.11788199096918106
167,868dc0c3-0b6a-4257-9257-6439f76c49ee,Other,Credit,Credit,0.373386412858963,MSSP,0.15770427882671356,Sex,0.10678503662347794
168,7cacb302-706c-40d2-b720-c0f2692744d4,Education,Education,Education,0.7328647971153259,MSSP,0.0804465264081955,Credit,0.07473604381084442
169,729b5cc7-7df9-4023-b37b-015a9c224626,Other,Credit,Credit,0.3376173675060272,MSSP,0.1649559736251831,Utilities,0.08987602591514587
170,55159fd9-1275-449b-8b04-5574022e7641,Other,MSSP,MSSP,0.37142428755760193,Credit,0.166829913854599,Debt,0.1238618865609169
171,debeed54-f3e9-4902-ac3b-80ab6095dd41,Sex,Sex,Sex,0.5828742384910583,Credit,0.1358051300048828,Utilities,0.09503680467605591
172,559c04f1-8ea3-432b-b86c-25e9fa8af90a,Sex,Sex,Sex,0.35153183341026306,MSSP,0.17072941362857819,Credit,0.1495954543352127
173,66689bfe-fccc-485a-834b-ad9f6cd80c96,Cannabis,Cannabis,Cannabis,0.3340517282485962,MSSP,0.2535901665687561,Credit,0.2201002985239029
174,d9cac4a2-d2c2-44a3-af2f-c82f212db230,Debt,Debt,Debt,0.42795073986053467,MSSP,0.15949532389640808,Credit,0.14529697597026825
175,0122c937-298c-4830-aab9-67018d305fc9,Gambling,Gambling,Gambling,0.4708409309387207,Credit,0.12886358797550201,Utilities,0.08876539766788483
176,bf8ca07d-4945-4b1d-a76d-5a71a18b658f,Other,MSSP,MSSP,0.5176929831504822,Credit,0.18729296326637268,Sex,0.10455093532800674
177,646a16a3-b098-478a-8f79-e69e20d80871,Other,MSSP,MSSP,0.5286118984222412,Credit,0.13720236718654633,Education,0.06540053337812424
178,eea2a799-6825-492a-96b3-6f579235e4c6,Debt,Credit,Credit,0.2918773889541626,Debt,0.2714615762233734,MSSP,0.15298375487327576
179,94d558e5-62ad-4791-b381-033263a012ef,Sex,MSSP,MSSP,0.17284347116947174,Credit,0.15940256416797638,Sex,0.1521492600440979
