domain,label,job_id,AWS Region,bucket_name,ouput_dir,status,success_rate
sparkleslots.com,Gambling,ffa7e2d9-d4aa-4d23-858d-52bb781aa7b7,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=16/minutes=32/ffa7e2d9-d4aa-4d23-858d-52bb781aa7b7,started,
analdin.com,Adult Content,4a5b696d-ba47-46d8-8e08-95693c698ad3,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=11/minutes=44/9ff5abaa-458f-4f00-96c6-32bccbab1dde,finished,1
zecurion.com,MSSP,6833b7b4-e533-4561-bf32-efcbca171d24,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=11/minutes=24/3ac31fdf-1934-46e9-928e-a626db4ea664,finished,0.91
hometownpayments.com,"Payment Processing
",bcdf3d63-33c6-4b29-add6-f4f77b17d2e7,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=19/minutes=47/bcdf3d63-33c6-4b29-add6-f4f77b17d2e7,finished,1
generalformulations.com,Other,d99bc758-5d56-43e9-9c8d-5b09bba23468,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=11/minutes=30/1d17276d-6cd0-45ec-8065-809b15e237c1,finished,0.91
blockfi.com,Cryptocurrency,fda2c854-ec8e-4a27-80c0-aa5dde137b22,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=18/minutes=38/fda2c854-ec8e-4a27-80c0-aa5dde137b22,finished,0.91
minneapolispropertymanagement.net,Other,bfeb93f4-2ee0-43dd-86de-75cb7c59bdc8,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=15/minutes=23/bfeb93f4-2ee0-43dd-86de-75cb7c59bdc8,started,
online-slot.co.uk,Gambling,76d5f57e-1092-4df5-b36f-4adb5fa77f0c,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=11/minutes=12/f2edaba7-c8c1-4acb-b181-36f6c1623034,finished,0.18
heartland3.org,Educational Services,69a15e78-ca77-44a6-8d2c-04a19a31aaed,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=18/minutes=1/69a15e78-ca77-44a6-8d2c-04a19a31aaed,finished,1
sierrasothebysrealty.com,Other,2cb4f6b7-0b52-4177-999e-c565f85f5fc3,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=11/minutes=19/183f0a24-8888-4129-aa8c-9440c34fb891,finished,0.91
cmcs.com,Debt Collection Agency,f4ac3180-894e-4d8a-a26b-3484f0330233,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=11/minutes=44/1eb9e1f8-d16a-41e1-933e-f911b55d820e,finished,0.91
c2cresourcesblog.com,Debt Collection Agency,22cecc8f-2c76-4297-b00c-d9ff7a3cbeff,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=13/minutes=30/495549ff-8f1a-4ff4-bf8c-a3831a5a2880,finished,0.82
eliawinters.com,Adult Content,63f8b860-d86b-4e8b-b4f2-3400f7d9d260,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=11/minutes=54/31d4849a-304c-4f47-9136-1fd67759800c,finished,1
silversky.com,MSSP,a0ec8244-3876-4dec-9c2f-6b50adb523ca,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=11/minutes=41/f1333006-7ea4-455f-aede-e34975021c6e,finished,1
ironmanbrasil.com.br,Other,791da70a-b74d-40b6-a139-14158bd3c08c,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=11/minutes=21/f6287835-bec1-4151-8590-90133a3ea936,finished,1
capecodcannabis.com,Cannabis,052cd063-0975-4645-ada3-f9a940710720,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=11/minutes=14/59bdef72-55f0-46ee-a17c-a8518449ed19,finished,0.91
vestaron.com,Other,c5730b62-c36c-4072-a610-5966de3ba847,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=15/minutes=23/c5730b62-c36c-4072-a610-5966de3ba847,started,
hsd.k12.or.us,Educational Services,70fd6b6c-7c6a-40bd-84a6-d2113518b239,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=11/minutes=45/e13d9ee1-3744-43d1-a5a9-ca79b7e1a332,finished,1
dmpcollections.com,Debt Collection Agency,e27e026d-4831-4ff9-85ad-c5aefb64efa9,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=15/minutes=23/13c7f421-04dc-42a4-9ee3-739dcd35c46b,finished,1
neighborsatwar.com,Other,637ca200-3243-45b7-9246-278c82e041cf,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=15/minutes=23/637ca200-3243-45b7-9246-278c82e041cf,started,
ccbg.com,"Payment Processing
",b841907b-79af-4ef0-95bd-cb0c526b4def,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=15/minutes=23/6cdfbda5-dd5a-4c84-beab-7925e9fd4e0b,finished,0.91
gwsmedia.com,MSSP,7ae5c1dc-a6f0-45bc-a583-64f1c0de2181,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=16/minutes=11/7ae5c1dc-a6f0-45bc-a583-64f1c0de2181,started,
gnwpcd.net,Utilities,f01317d8-d822-499e-8ea0-d503a9ea220a,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=11/minutes=40/560ec88e-4011-421b-81a7-755198810570,finished,1
hypertrader.app,Cryptocurrency,efcc9466-27bc-4557-bbff-224bb1e20341,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=15/minutes=23/98239536-c05a-4c35-84a1-d6e7d97fef84,finished,0.91
provident.bank,"Payment Processing
",f1c41790-197f-4c39-b449-f80181c7e10f,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=10/minutes=46/5f708999-6e5a-444b-8261-c57af0206ade,finished,1
ansercharterschool.org,Educational Services,b3118470-d9cf-4e7d-8a0c-1fde492c6e26,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=11/minutes=45/d0547d93-be53-4d7d-9203-08ef76fce94b,finished,1
vetstreet.com,Other,7391f905-4374-42b1-bbdf-bf5aa88541d9,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=15/minutes=23/7391f905-4374-42b1-bbdf-bf5aa88541d9,finished,1
offgridenergy.com.au,Utilities,619d62b4-8a4a-4af7-a292-5b4648f947e2,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=19/minutes=36/619d62b4-8a4a-4af7-a292-5b4648f947e2,finished,0.91
cvwrf.org,Utilities,53460933-0ac6-47d7-b168-6305dd8b7e38,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=11/minutes=38/03e60fee-f09b-49c7-965f-d50b85037f01,finished,0.91
610merchantservices.com,"Payment Processing
",3be22788-4bb8-45fc-ab8e-16812a15e76b,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=12/minutes=14/0a2434b5-80b9-4fbe-91eb-fa09d5d443a1,finished,0.89
nyi.net,MSSP,38166617-e906-4911-b706-ba89db658f53,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=17/minutes=14/38166617-e906-4911-b706-ba89db658f53,started,
usd409.net,Educational Services,60720cdd-e730-4db7-9abc-364ff8f32315,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=19/minutes=45/60720cdd-e730-4db7-9abc-364ff8f32315,finished,1
stacsolutions.com,MSSP,5c606cbf-430f-4dec-94c5-34bfd4e5940e,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=11/minutes=30/2ccdd659-2e46-4106-bf48-bbdb8b70f381,finished,1
betroom24.com,Gambling,40e0631d-4a42-4319-b1ec-ed64ed644e4b,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=11/minutes=8/4e74d72f-7909-40cb-bc96-836664653f06,finished,0
medvedtrader.com,Cryptocurrency,1475fd3b-b8ce-4488-b6ba-e017478c83b3,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=11/minutes=11/d24e5cf3-fc08-4599-8550-50714475089e,finished,1
solvereone.com,MSSP,03ddd649-d74e-478a-abf8-61c66a87961f,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=15/minutes=24/03ddd649-d74e-478a-abf8-61c66a87961f,started,
lms.sd272.org,Educational Services,60bbdd4b-f4ee-443c-aa96-776fcf62c86f,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=10/minutes=48/9a68e548-7c58-4699-8d9e-760dd5312984,finished,0
apache-gold-casino.com,Gambling,42bc87b3-0a00-462c-8e8c-205a6380e537,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=11/minutes=27/a5a01b4d-c548-4904-baf6-2a1e0423c5a4,finished,1
sohumsoils.com,Cannabis,0294a143-1265-4dc8-b7a1-8ef477464941,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=11/minutes=28/3471cfd0-1d7e-408d-8546-bd11886d3206,finished,0.91
trailingcrypto.com,Cryptocurrency,42983b14-8f35-4b53-817e-27b1e30ed609,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=11/minutes=26/32bc592a-22d8-47d9-a855-bad5283002d2,finished,1
dungeonnet.com,Adult Content,a07ef17e-fe60-438a-adec-d56e596d469d,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=7/minutes=27/9685cc3e-3a4a-455f-b293-c8d25a4f6a20,finished,0.82
thepornfull.com,Adult Content,499c987b-b567-4b09-a154-8e177ad3e869,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=17/minutes=14/499c987b-b567-4b09-a154-8e177ad3e869,started,
juegosysorteos.gob.mx,Gambling,602ff987-57af-4da4-b53b-e894c8d82539,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=15/minutes=24/11321804-3677-49b0-ab57-5f2b2f3f0a57,finished,0.91
nu-x.com,Cannabis,5cf447d0-094b-49aa-918d-550c70051a89,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=15/minutes=24/e55eb006-9685-4990-a5ad-9b4e7ce063b8,finished,0.91
afterlotto.com,Gambling,2e0a7bb5-43af-4359-949c-ccc2ba01f61a,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=15/minutes=24/a21e28b2-3e62-4ef3-af40-011a9da2b8fd,finished,1
habitecsecurity.com,Other,0aac52df-ef26-4062-85e7-ecb4424b35b1,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=15/minutes=24/0aac52df-ef26-4062-85e7-ecb4424b35b1,started,
epcor.org,Other,8bdb3b5a-9623-4490-aa0c-05c2c827ef43,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=12/minutes=13/33785d7a-59e7-4021-a893-9af4bf1b9283,finished,0.91
miningpools.com,Cryptocurrency,2643d6ad-5704-44b6-a5b1-798713ad18de,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=15/minutes=24/e0fdf21d-5a4a-43de-a33d-452b4e5a9d99,finished,0.91
jamf.com,MSSP,5c462313-72c8-45a4-95d3-6b6672e73fd8,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=11/minutes=48/499f0e80-96e3-4277-a5e6-131aa379553d,finished,1
lyonscsd.org,Educational Services,e6ab36f4-deab-461c-840e-21c2bc72ae9b,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=15/minutes=46/e6ab36f4-deab-461c-840e-21c2bc72ae9b,started,
hohokus.org,Educational Services,593e8348-0590-4680-bf70-b70cb71ebc98,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=15/minutes=24/5670dcb3-7924-4922-8c39-84fc8b9bf6b9,finished,0.91
security-audit.com,MSSP,6a7c0dae-224e-493d-aa9c-1f692854f33d,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=15/minutes=24/fe48998a-3141-460d-996c-9206fd0c07cb,finished,0.91
cleanleaf.com,Cannabis,ddd476dd-bcbf-4857-a84e-8c64b64db55f,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=7/minutes=50/57a0a524-5683-47f8-8bb9-af78cbd1ff1e,finished,1
ganjagoddessseattle.com,Cannabis,c17069ed-a604-46a7-9bdb-d0471d7f8e4c,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=15/minutes=24/f5a0eed6-86e3-4e13-9aa1-23359144ef47,finished,1
tecindustrial.biz,Other,1ec90e2d-0a5a-495e-8218-05e3872310e1,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=15/minutes=24/1ec90e2d-0a5a-495e-8218-05e3872310e1,finished,1
bodyteaser.com,Adult Content,afc49828-ddd6-4e6e-ad4d-be929348b042,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=7/minutes=26/2ca2c53c-2111-4fc7-870a-b70279ebd20c,finished,1
cybersecurityservices.com,MSSP,462aad0b-977c-420a-b018-14ab167bfa31,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=11/minutes=54/fa45481b-703b-4370-abb7-622041e4d422,finished,1
logpoint.com,MSSP,859d2fa7-5a9c-4b7c-881d-fd96ef22bb81,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=11/minutes=47/87be331f-a432-4991-a1b8-c25d4396fca5,finished,1
blendbzn.com,Other,e6eca7c2-8c43-4754-86b1-64366859e22d,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=11/minutes=45/d95a6a3a-dc92-485d-9bf4-3235d645eb13,finished,1
sigorasolar.com,Utilities,da38fbf9-be5d-4bc4-acbb-cd8729a86885,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=18/minutes=16/da38fbf9-be5d-4bc4-acbb-cd8729a86885,started,
greenwavemd.com,Cannabis,61b81644-3cb4-496c-bb10-8ff4b134402b,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=11/minutes=19/cec3700e-29ad-4119-91ab-8b9b69aae737,finished,1
maintenance.org,Other,8173e9b0-4cee-4ba3-864e-901c643abaca,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=15/minutes=25/8173e9b0-4cee-4ba3-864e-901c643abaca,finished,0.82
piperdoll.com,Adult Content,644de2ce-2b4b-4354-b7fa-c60be3e1dd36,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=7/minutes=29/09faa7e3-dc78-43f2-9d16-48f92f05f035,finished,0.73
arushiventures.com,Other,ad587506-c925-4347-a3f4-a28f28770a00,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=15/minutes=25/ad587506-c925-4347-a3f4-a28f28770a00,finished,1
bespokecycling.com,Other,abd8a424-e332-45da-b3c4-f4c441c485a8,US East (N. Virginia) us-east-1,atbay-crawling-development,atbay-crawling-development/year=2022/month=9/day=12/hour=15/minutes=25/abd8a424-e332-45da-b3c4-f4c441c485a8,finished,0.91
